CustomerID,Gender,Age,SeniorCitizen,Partner,Dependents,TenureMonths,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,ContractType,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SupportCallsLast12Months,SatisfactionScore,Churn
CUST-01190,Male,82,Yes,No,No,44,Yes,Fiber Optic,Yes,No,No,No,Yes,No,One Year,No,Electronic Check,90.03,4246.78,1,3,No
CUST-01191,Male,30,No,Yes,No,16,Yes,DSL,Yes,Yes,No,Yes,No,No,Two Year,Yes,Electronic Check,69.43,1091.3,0,5,No
CUST-01192,Male,29,No,No,No,11,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Electronic Check,98.56,1121.5,3,2,Yes
CUST-01193,Male,31,No,Yes,Yes,40,Yes,DSL,Yes,Yes,No,No,No,No,One Year,Yes,Electronic Check,63.81,2756.14,1,5,No
CUST-01194,Female,71,Yes,Yes,No,65,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-Month,No,Mailed Check,80.34,5224.36,0,3,No
CUST-01195,Female,62,No,No,No,27,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Electronic Check,105.27,2838.62,2,3,No
CUST-01196,Female,43,No,Yes,Yes,61,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Bank Transfer (Automatic),82.32,4952.85,0,5,No
CUST-01197,Female,46,No,Yes,No,14,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Mailed Check,34.1,476.03,1,3,No
CUST-01198,Female,32,No,No,No,12,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,81.72,947.63,1,5,Yes
CUST-01199,Female,59,No,Yes,No,52,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,One Year,Yes,Bank Transfer (Automatic),101.05,5204.24,3,3,Yes
CUST-01200,Female,39,No,No,Yes,36,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Transfer (Automatic),105.32,3749.12,0,5,No
CUST-01201,Female,41,No,No,Yes,7,No,Fiber Optic,No,No,No,No,No,No,One Year,Yes,Electronic Check,68.02,486.96,0,4,No
CUST-01202,Male,55,No,No,No,68,No,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card (Automatic),88.99,5998.74,1,5,Yes
CUST-01203,Female,42,No,No,Yes,23,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Electronic Check,23.14,530.08,1,4,Yes
CUST-01204,Female,41,No,Yes,Yes,25,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Bank Transfer (Automatic),97.35,2476.38,0,5,No
CUST-01205,Female,45,No,Yes,No,72,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,One Year,Yes,Mailed Check,96.46,7058.7,1,4,No
CUST-01206,Female,58,No,No,Yes,63,Yes,Fiber Optic,No,No,No,Yes,No,Yes,One Year,Yes,Credit Card (Automatic),86.1,5397.68,0,5,No
CUST-01207,Female,71,Yes,Yes,Yes,59,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Two Year,Yes,Credit Card (Automatic),97.54,5336.5,0,5,No
CUST-01208,Female,54,No,Yes,Yes,14,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,One Year,No,Bank Transfer (Automatic),109.97,1633.28,3,3,No
CUST-01209,Male,58,No,No,No,30,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,Two Year,Yes,Mailed Check,100.78,3131.26,1,5,No
CUST-01210,Female,42,No,Yes,Yes,35,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Month-to-Month,No,Mailed Check,100.57,3635.91,0,5,No
CUST-01211,Female,34,No,Yes,No,11,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Mailed Check,34.22,377.34,0,3,No
CUST-01212,Female,55,No,Yes,No,8,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),102.15,848.44,4,3,No
CUST-01213,Male,48,No,Yes,No,22,Yes,Fiber Optic,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Electronic Check,99.26,2272.46,1,5,Yes
CUST-01214,Female,22,No,No,No,44,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card (Automatic),84.96,3646.7,0,5,No
CUST-01215,Male,40,No,Yes,Yes,1,Yes,Fiber Optic,No,No,Yes,Yes,No,No,Month-to-Month,No,Mailed Check,93.34,93.34,0,5,No
CUST-01216,Male,44,No,Yes,Yes,26,Yes,DSL,No,No,No,No,No,No,One Year,No,Mailed Check,53.03,1386.61,0,4,No
CUST-01217,Female,37,No,Yes,No,9,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card (Automatic),84.58,766.51,1,5,No
CUST-01218,Female,69,Yes,Yes,No,47,No,DSL,No,No,Yes,No,Yes,Yes,One Year,Yes,Electronic Check,64.51,2944.73,1,4,No
CUST-01219,Female,53,No,Yes,No,31,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card (Automatic),109.27,3320.56,0,5,No
CUST-01220,Male,67,Yes,Yes,No,9,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Yes,Electronic Check,76.81,711.3,2,4,No
CUST-01221,Female,49,No,No,No,47,No,DSL,No,Yes,Yes,Yes,No,Yes,One Year,Yes,Mailed Check,73.63,3194.47,0,4,No
CUST-01222,Female,46,No,Yes,No,31,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit Card (Automatic),111.32,3409.92,0,5,Yes
CUST-01223,Female,30,No,No,No,21,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Two Year,No,Credit Card (Automatic),87.48,1844.34,2,3,No
CUST-01224,Female,45,No,Yes,No,72,Yes,DSL,No,Yes,Yes,Yes,No,No,One Year,Yes,Electronic Check,74.49,5294.0,2,3,No
CUST-01225,Male,45,No,Yes,No,22,Yes,Fiber Optic,No,Yes,No,Yes,No,No,Month-to-Month,No,Electronic Check,104.71,2307.56,2,5,Yes
CUST-01226,Female,23,No,Yes,No,16,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Transfer (Automatic),60.34,947.33,1,3,No
CUST-01227,Male,36,No,No,No,38,Yes,DSL,No,No,No,Yes,Yes,Yes,Two Year,No,Bank Transfer (Automatic),66.91,2617.54,0,4,No
CUST-01228,Female,40,No,Yes,No,71,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card (Automatic),33.14,2507.23,1,3,No
CUST-01229,Male,52,No,Yes,No,2,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,One Year,No,Electronic Check,115.39,238.71,1,5,Yes
CUST-01230,Male,52,No,Yes,No,54,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Electronic Check,106.74,6079.53,2,3,No
CUST-01231,Female,36,No,Yes,No,39,No,Fiber Optic,Yes,No,No,No,No,Yes,One Year,No,Credit Card (Automatic),79.31,3023.01,0,5,No
CUST-01232,Female,53,No,No,No,64,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card (Automatic),96.54,6074.87,0,5,No
CUST-01233,Female,42,No,No,Yes,56,No,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Transfer (Automatic),23.51,1286.41,1,5,No
CUST-01234,Female,18,No,No,No,34,Yes,DSL,No,No,No,No,Yes,No,One Year,Yes,Electronic Check,57.41,2026.82,1,4,No
CUST-01235,Female,37,No,Yes,Yes,38,No,Fiber Optic,No,No,No,No,No,No,Month-to-Month,No,Bank Transfer (Automatic),78.82,2935.14,3,2,Yes
CUST-01236,Male,62,No,Yes,No,27,Yes,Fiber Optic,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Credit Card (Automatic),83.15,2279.95,0,5,No
CUST-01237,Male,18,No,No,Yes,65,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-Month,No,Electronic Check,64.97,4320.93,0,4,No
CUST-01238,Male,47,No,Yes,No,14,No,Fiber Optic,No,Yes,No,No,No,Yes,Month-to-Month,No,Electronic Check,84.12,1176.1,0,5,Yes
CUST-01239,Male,70,Yes,Yes,No,27,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card (Automatic),96.49,2676.29,1,3,No
CUST-01240,Male,33,No,No,Yes,44,No,DSL,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Electronic Check,56.09,2456.76,1,5,Yes
CUST-01241,Female,45,No,No,No,47,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Electronic Check,71.37,3555.35,2,4,No
CUST-01242,Female,24,No,No,No,48,No,Fiber Optic,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Transfer (Automatic),76.73,3807.43,3,4,No
CUST-01243,Female,71,Yes,Yes,Yes,36,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Credit Card (Automatic),67.92,2436.0,0,4,No
CUST-01244,Male,44,No,No,Yes,48,Yes,DSL,No,No,No,No,No,No,One Year,Yes,Mailed Check,55.28,2670.84,2,3,No
CUST-01245,Female,46,No,No,No,38,Yes,DSL,No,No,Yes,No,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),66.92,2295.8,1,5,No
CUST-01246,Female,67,Yes,Yes,No,72,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),91.81,6700.89,2,5,No
CUST-01247,Female,56,No,Yes,No,14,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Electronic Check,84.56,1095.74,0,5,No
CUST-01248,Male,31,No,Yes,Yes,48,Yes,DSL,No,No,Yes,No,Yes,No,Two Year,No,Mailed Check,71.25,3314.98,2,4,No
CUST-01249,Male,35,No,Yes,Yes,24,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Transfer (Automatic),94.18,2358.82,1,5,No
CUST-01250,Female,53,No,Yes,No,29,No,Fiber Optic,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card (Automatic),85.45,2526.87,2,4,No
CUST-01251,Male,35,No,No,Yes,72,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Two Year,Yes,Electronic Check,109.64,7987.33,0,4,No
CUST-01252,Male,18,No,Yes,No,72,Yes,DSL,No,No,Yes,No,No,No,Two Year,No,Electronic Check,54.97,3939.33,0,3,No
CUST-01253,Male,44,No,Yes,Yes,65,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-Month,Yes,Credit Card (Automatic),80.09,5055.11,0,4,Yes
CUST-01254,Female,21,No,No,No,18,No,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card (Automatic),106.28,1848.54,1,4,No
CUST-01255,Female,71,Yes,Yes,No,16,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,Month-to-Month,Yes,Electronic Check,94.06,1524.95,0,4,No
CUST-01256,Male,48,No,Yes,No,9,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card (Automatic),115.27,998.33,1,4,No
CUST-01257,Male,31,No,No,Yes,69,No,Fiber Optic,No,No,Yes,Yes,No,Yes,One Year,No,Bank Transfer (Automatic),85.56,5912.96,2,4,No
CUST-01258,Female,34,No,Yes,No,11,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card (Automatic),62.46,691.28,3,3,No
CUST-01259,Female,18,No,No,No,21,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Electronic Check,80.05,1665.76,1,4,Yes
CUST-01260,Female,27,No,Yes,No,18,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card (Automatic),81.93,1434.14,3,3,No
CUST-01261,Male,61,No,Yes,No,16,No,DSL,Yes,No,No,No,Yes,No,One Year,No,Electronic Check,48.95,788.25,0,4,No
CUST-01262,Female,81,Yes,Yes,Yes,5,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Electronic Check,26.19,127.53,1,4,No
CUST-01263,Male,57,No,Yes,No,19,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card (Automatic),114.99,2194.17,0,5,Yes
CUST-01264,Female,44,No,No,No,30,Yes,Fiber Optic,No,No,No,No,No,No,One Year,Yes,Credit Card (Automatic),81.91,2461.59,0,5,No
CUST-01265,Male,38,No,Yes,No,10,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,107.52,1151.79,0,4,No
CUST-01266,Male,30,No,No,No,14,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Credit Card (Automatic),76.7,1099.55,1,4,No
CUST-01267,Male,78,Yes,Yes,No,63,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card (Automatic),108.45,6590.92,2,4,No
CUST-01268,Male,42,No,No,No,12,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Electronic Check,77.97,969.42,1,5,No
CUST-01269,Female,79,Yes,Yes,No,25,Yes,DSL,No,No,Yes,No,No,No,One Year,No,Electronic Check,58.33,1414.18,0,4,No
CUST-01270,Male,67,Yes,Yes,Yes,26,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Transfer (Automatic),91.51,2539.0,2,4,No
CUST-01271,Male,18,No,Yes,Yes,15,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Electronic Check,103.57,1531.0,1,4,No
CUST-01272,Male,34,No,No,No,51,No,DSL,Yes,No,No,No,Yes,No,Two Year,Yes,Bank Transfer (Automatic),64.09,3480.33,4,3,No
CUST-01273,Female,34,No,No,Yes,61,No,Fiber Optic,Yes,Yes,No,No,No,Yes,Two Year,No,Mailed Check,88.61,5451.66,1,5,No
CUST-01274,Female,44,No,Yes,No,8,Yes,Fiber Optic,Yes,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,74.45,580.19,3,3,Yes
CUST-01275,Female,44,No,No,Yes,18,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Credit Card (Automatic),41.39,722.5,1,5,No
CUST-01276,Female,85,Yes,Yes,No,14,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Transfer (Automatic),80.18,1169.68,1,5,Yes
CUST-01277,Female,28,No,Yes,No,21,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One Year,No,Mailed Check,76.29,1605.53,0,5,No
CUST-01278,Female,49,No,No,No,26,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,One Year,Yes,Credit Card (Automatic),98.06,2500.92,1,3,Yes
CUST-01279,Male,55,No,Yes,No,5,No,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,95.26,481.63,0,4,Yes
CUST-01280,Female,45,No,Yes,Yes,26,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Mailed Check,103.76,2800.52,0,4,Yes
CUST-01281,Female,47,No,No,No,72,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card (Automatic),79.48,5932.78,1,4,Yes
CUST-01282,Female,28,No,No,No,57,No,Fiber Optic,No,Yes,No,No,No,Yes,One Year,No,Electronic Check,82.22,4969.93,2,2,Yes
CUST-01283,Male,47,No,Yes,No,30,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Transfer (Automatic),26.97,854.72,1,4,Yes
CUST-01284,Female,53,No,Yes,Yes,6,Yes,Fiber Optic,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card (Automatic),80.42,499.64,0,5,No
CUST-01285,Male,50,No,Yes,No,47,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,One Year,No,Credit Card (Automatic),96.42,4534.25,0,5,No
CUST-01286,Male,54,No,No,Yes,19,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One Year,Yes,Electronic Check,84.24,,2,3,Yes
CUST-01287,Female,68,Yes,Yes,No,54,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card (Automatic),72.84,3668.8,0,5,No
CUST-01288,Male,60,No,No,Yes,49,No,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Mailed Check,19.16,994.75,0,3,No
CUST-01289,Male,46,No,No,No,21,Yes,Fiber Optic,Yes,No,No,No,No,No,One Year,Yes,Credit Card (Automatic),87.88,1782.29,0,3,No
CUST-01290,Female,26,No,No,Yes,25,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Electronic Check,93.24,2428.04,0,5,Yes
CUST-01291,Male,35,No,Yes,No,14,No,DSL,Yes,Yes,Yes,No,Yes,No,Two Year,No,Electronic Check,64.7,920.86,0,5,No
CUST-01292,Female,41,No,Yes,No,6,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-Month,Yes,Electronic Check,80.72,496.57,2,4,No
CUST-01293,Male,49,No,Yes,Yes,26,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),93.34,2523.03,0,5,No
CUST-01294,Male,37,No,Yes,Yes,42,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card (Automatic),32.02,1312.53,0,4,No
CUST-01295,Female,30,No,Yes,No,28,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-Month,No,Credit Card (Automatic),66.58,1816.93,0,4,No
CUST-01296,Female,26,No,No,No,24,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Electronic Check,92.53,2231.56,2,4,Yes
CUST-01297,Male,19,No,Yes,No,38,Yes,DSL,No,Yes,No,Yes,No,No,Two Year,No,Electronic Check,61.9,2372.4,0,5,No
CUST-01298,Female,41,No,Yes,No,23,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit Card (Automatic),84.37,1975.89,1,4,No
CUST-01299,Female,21,No,No,No,30,Yes,Fiber Optic,No,No,No,No,No,Yes,One Year,No,Bank Transfer (Automatic),89.98,2730.95,3,3,No
CUST-01300,Male,29,No,No,No,20,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,One Year,Yes,Bank Transfer (Automatic),112.67,2213.05,1,5,Yes
CUST-01301,Female,39,No,Yes,Yes,25,No,Fiber Optic,No,No,Yes,No,Yes,Yes,One Year,Yes,Electronic Check,80.38,2030.7,1,4,Yes
CUST-01302,Male,24,No,No,No,9,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Electronic Check,98.59,904.07,3,4,No
CUST-01303,Female,51,No,No,No,15,Yes,DSL,Yes,No,Yes,No,Yes,No,One Year,No,Bank Transfer (Automatic),71.52,1125.9,1,5,No
CUST-01304,Female,57,No,Yes,No,72,Yes,DSL,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card (Automatic),60.19,4563.45,0,3,No
CUST-01305,Female,36,No,No,Yes,8,Yes,Fiber Optic,No,No,Yes,No,Yes,No,One Year,No,Bank Transfer (Automatic),92.74,739.85,3,3,Yes
CUST-01306,Female,38,No,Yes,Yes,72,Yes,Fiber Optic,Yes,Yes,No,No,No,No,One Year,No,Mailed Check,98.24,7290.78,3,4,No
CUST-01307,Male,54,No,Yes,No,29,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card (Automatic),80.04,2460.86,0,5,No
CUST-01308,Male,34,No,Yes,Yes,6,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Month-to-Month,No,Electronic Check,85.77,509.91,0,3,Yes
CUST-01309,Male,32,No,Yes,No,47,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Two Year,Yes,Electronic Check,95.62,4379.84,1,5,No
CUST-01310,Female,64,No,No,No,8,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Month-to-Month,No,Electronic Check,91.72,728.22,0,4,Yes
CUST-01311,Female,59,No,No,Yes,44,Yes,DSL,No,No,No,Yes,Yes,No,Two Year,Yes,Electronic Check,66.19,2877.05,0,4,No
CUST-01312,Male,55,No,Yes,No,35,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Mailed Check,27.09,989.85,0,5,No
CUST-01313,Female,60,No,Yes,No,28,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Mailed Check,104.15,3056.14,0,5,No
CUST-01314,Female,18,No,Yes,No,32,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-Month,No,Electronic Check,56.16,1912.72,0,4,No
CUST-01315,Female,67,Yes,Yes,No,34,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Electronic Check,69.38,2405.18,3,4,No
CUST-01316,Male,51,No,No,Yes,23,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Electronic Check,45.06,1077.12,0,5,No
CUST-01317,Female,61,No,Yes,No,72,No,DSL,Yes,Yes,No,No,Yes,No,Two Year,Yes,Mailed Check,61.72,4503.61,0,4,No
CUST-01318,Female,51,No,No,No,64,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,Bank Transfer (Automatic),86.3,5961.28,1,4,No
CUST-01319,Male,46,No,Yes,No,46,Yes,Fiber Optic,No,No,No,No,No,No,One Year,Yes,Electronic Check,91.44,4391.02,4,2,No
CUST-01320,Male,41,No,No,No,20,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Transfer (Automatic),108.61,2231.59,0,5,No
CUST-01321,Male,51,No,Yes,No,19,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,One Year,No,Electronic Check,91.35,1760.46,1,4,No
CUST-01322,Male,40,No,Yes,No,33,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-Month,No,Bank Transfer (Automatic),68.85,2315.15,0,5,No
CUST-01323,Female,59,No,No,No,19,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,One Year,Yes,Electronic Check,104.87,2041.85,0,5,Yes
CUST-01324,Female,20,No,No,No,23,No,DSL,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Electronic Check,54.55,1219.51,1,5,Yes
CUST-01325,Female,36,No,Yes,No,47,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,One Year,No,Bank Transfer (Automatic),92.93,,0,5,No
CUST-01326,Male,78,Yes,No,No,66,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One Year,No,Mailed Check,76.68,5401.94,1,4,No
CUST-01327,Female,35,No,Yes,No,34,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,One Year,Yes,Mailed Check,100.6,3393.12,1,3,Yes
CUST-01328,Male,41,No,Yes,No,31,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Mailed Check,75.5,2321.13,2,4,No
CUST-01329,Female,31,No,Yes,Yes,6,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Electronic Check,64.46,382.68,1,5,No
CUST-01330,Male,50,No,No,No,45,No,DSL,No,No,No,No,No,Yes,Two Year,Yes,Mailed Check,54.98,2551.29,1,4,Yes
CUST-01331,Male,33,No,No,No,49,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Transfer (Automatic),97.33,4657.65,0,5,No
CUST-01332,Female,42,No,No,No,57,Yes,DSL,No,Yes,No,Yes,Yes,No,Two Year,Yes,Electronic Check,85.28,4682.75,1,4,No
CUST-01333,Male,59,No,Yes,No,72,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card (Automatic),30.86,2226.84,0,5,No
CUST-01334,Female,34,No,Yes,No,18,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Electronic Check,79.75,1384.9,2,4,Yes
CUST-01335,Female,58,No,Yes,No,72,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,One Year,No,Credit Card (Automatic),100.48,7236.16,1,4,Yes
CUST-01336,Female,58,No,Yes,No,67,Yes,Fiber Optic,Yes,No,No,No,No,No,One Year,Yes,Credit Card (Automatic),88.86,5863.0,2,4,No
CUST-01337,Female,62,No,No,No,31,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card (Automatic),88.05,2816.44,1,5,No
CUST-01338,Male,47,No,Yes,No,8,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card (Automatic),110.87,912.24,1,4,No
CUST-01339,Female,85,Yes,Yes,No,62,Yes,DSL,No,No,Yes,No,No,No,Month-to-Month,No,Bank Transfer (Automatic),66.9,3834.96,1,4,No
CUST-01340,Male,62,No,Yes,No,72,Yes,None,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Electronic Check,35.7,2608.0,1,4,No
CUST-01341,Female,50,No,No,No,10,Yes,Fiber Optic,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Mailed Check,81.66,756.13,1,5,Yes
CUST-01342,Male,31,No,Yes,Yes,42,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card (Automatic),108.36,4693.43,1,5,No
CUST-01343,Male,43,No,Yes,No,30,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Two Year,Yes,Electronic Check,92.65,2819.97,0,5,No
CUST-01344,Female,68,Yes,No,No,28,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Electronic Check,98.43,2931.41,1,3,Yes
CUST-01345,Male,72,Yes,Yes,No,6,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-Month,No,Electronic Check,66.63,430.29,0,4,No
CUST-01346,Female,69,Yes,Yes,No,61,Yes,Fiber Optic,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Credit Card (Automatic),91.37,5509.51,1,4,No
CUST-01347,Female,58,No,No,Yes,20,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,88.55,1768.74,0,5,No
CUST-01348,Female,25,No,No,Yes,72,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card (Automatic),98.81,7039.49,0,4,No
CUST-01349,Female,53,No,Yes,Yes,24,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,One Year,No,Bank Transfer (Automatic),108.74,2821.07,2,4,No
CUST-01350,Female,25,No,No,Yes,18,No,Fiber Optic,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,96.39,1797.09,0,5,No
CUST-01351,Male,21,No,Yes,No,20,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,One Year,No,Electronic Check,88.97,1808.54,0,4,No
